"","geoid","longitude","latitude","elevation","month","precip","tmin","tmean","tmax","tdew","rh"
"594","14000US18097341600",-86.2045,39.7773,219,"2018-06",143.01,19.9,24.4,28.9,17.4,65.0269692898697
"595","14000US18097341600",-86.2045,39.7773,219,"2018-07",59.43,20.3,25.2,30,17.6,62.7841671099796
"596","14000US18097341600",-86.2045,39.7773,219,"2018-08",127.45,20.3,24.5,28.7,18.6,69.7048762532771
"597","14000US18097341600",-86.2045,39.7773,219,"2018-09",164.6,18,22.3,26.5,16.2,68.3958167748633
"598","14000US18097341600",-86.2045,39.7773,219,"2018-10",56.12,8.9,13.7,18.5,7.5,66.1327925771942
"599","14000US18097341600",-86.2045,39.7773,219,"2018-11",107.88,-0.1,3.4,6.8,-0.9,73.3678335422498
"600","14000US18097341600",-86.2045,39.7773,219,"2018-12",70.08,-1.4,2.5,6.3,-1.8,73.195604319538
"601","14000US18097341700",-86.2331,39.7711,224,"2018-01",57.59,-10,-5,0.1,-8.7,75.1616171291859
"602","14000US18097341700",-86.2331,39.7711,224,"2018-02",125.36,-1.9,2.8,7.4,-2.7,67.0222969424853
"603","14000US18097341700",-86.2331,39.7711,224,"2018-03",109.49,-0.6,3.9,8.4,-3.6,57.9693737963713
"604","14000US18097341700",-86.2331,39.7711,224,"2018-04",115.36,3,8.1,13.3,-0.2,55.7337856822432
"605","14000US18097341700",-86.2331,39.7711,224,"2018-05",58.65,17,22.4,27.8,13.4,56.7514906535123
"606","14000US18097341700",-86.2331,39.7711,224,"2018-06",127.71,19.9,24.4,28.9,17.3,64.6173227362871
"607","14000US18097341700",-86.2331,39.7711,224,"2018-07",60.64,20.3,25.2,30,17.5,62.3892679905673
"608","14000US18097341700",-86.2331,39.7711,224,"2018-08",126.42,20.2,24.5,28.7,18.5,69.2698571790093
"609","14000US18097341700",-86.2331,39.7711,224,"2018-09",162.35,17.9,22.2,26.5,16.1,68.3755511286105
"610","14000US18097341700",-86.2331,39.7711,224,"2018-10",56.08,8.8,13.6,18.5,7.5,66.5645412152595
"611","14000US18097341700",-86.2331,39.7711,224,"2018-11",109.17,-0.1,3.3,6.8,-1,73.3487733229063
"612","14000US18097341700",-86.2331,39.7711,224,"2018-12",70.54,-1.4,2.4,6.3,-1.9,73.1763719438714
"613","14000US18097341902",-86.2746,39.7732,236,"2018-01",58.21,-10.1,-5,0,-8.9,73.9909747253536
"614","14000US18097341902",-86.2746,39.7732,236,"2018-02",124.39,-2.3,2.5,7.3,-2.8,67.9606623253656
"615","14000US18097341902",-86.2746,39.7732,236,"2018-03",111.3,-1,3.7,8.4,-3.7,58.35283540486
"616","14000US18097341902",-86.2746,39.7732,236,"2018-04",116.8,2.6,7.9,13.2,-0.3,56.0875992613248
"617","14000US18097341902",-86.2746,39.7732,236,"2018-05",59.13,16.6,22.1,27.7,13.2,57.0472907676864
"618","14000US18097341902",-86.2746,39.7732,236,"2018-06",134.03,19.5,24.1,28.8,17.2,65.3743245709983
"619","14000US18097341902",-86.2746,39.7732,236,"2018-07",63.22,20,24.8,29.7,17.4,63.4913683371722
"620","14000US18097341902",-86.2746,39.7732,236,"2018-08",125.78,19.8,24.1,28.5,18.4,70.5059781429245
"621","14000US18097341902",-86.2746,39.7732,236,"2018-09",154.74,17.5,21.9,26.4,16,69.193610102257
"622","14000US18097341902",-86.2746,39.7732,236,"2018-10",58.16,8.6,13.5,18.5,7.4,66.5426669325083
"623","14000US18097341902",-86.2746,39.7732,236,"2018-11",108.39,-0.4,3.2,6.7,-1.1,73.3296940667277
"624","14000US18097341902",-86.2746,39.7732,236,"2018-12",70.3,-1.7,2.2,6,-2.1,73.1378494390428
"625","14000US18097342101",-86.2766,39.7475,238,"2018-01",59.67,-10.1,-5,0,-8.8,74.5742550651719
"626","14000US18097342101",-86.2766,39.7475,238,"2018-02",125.24,-2.2,2.6,7.4,-2.7,67.98279190988
"627","14000US18097342101",-86.2766,39.7475,238,"2018-03",114.04,-1.1,3.6,8.4,-3.8,58.3263264650781
"628","14000US18097342101",-86.2766,39.7475,238,"2018-04",130,2.5,7.9,13.3,-0.4,55.6797082370978
"629","14000US18097342101",-86.2766,39.7475,238,"2018-05",48.37,16.6,22.2,27.7,13.2,56.7010477047274
"630","14000US18097342101",-86.2766,39.7475,238,"2018-06",121.14,19.3,24.1,28.9,17.2,65.3743245709983
"631","14000US18097342101",-86.2766,39.7475,238,"2018-07",61.91,19.8,24.8,29.9,17.2,62.6936310304598
"632","14000US18097342101",-86.2766,39.7475,238,"2018-08",133.02,19.7,24.1,28.5,18.4,70.5059781429245
"633","14000US18097342101",-86.2766,39.7475,238,"2018-09",142.15,17.5,22,26.4,16,68.772999875039
"634","14000US18097342101",-86.2766,39.7475,238,"2018-10",52.16,8.4,13.4,18.4,7.4,66.9777869779953
"635","14000US18097342101",-86.2766,39.7475,238,"2018-11",108.83,-0.5,3.1,6.7,-1.1,73.8513030631305
"636","14000US18097342101",-86.2766,39.7475,238,"2018-12",70.73,-1.8,2.1,6,-2,74.209946761746
"637","14000US18097340112",-86.3017,39.812,236,"2018-01",58.21,-10.1,-5,0,-8.9,73.9909747253536
"638","14000US18097340112",-86.3017,39.812,236,"2018-02",124.39,-2.3,2.5,7.3,-2.8,67.9606623253656
"639","14000US18097340112",-86.3017,39.812,236,"2018-03",111.3,-1,3.7,8.4,-3.7,58.35283540486
"640","14000US18097340112",-86.3017,39.812,236,"2018-04",116.8,2.6,7.9,13.2,-0.3,56.0875992613248
"641","14000US18097340112",-86.3017,39.812,236,"2018-05",59.13,16.6,22.1,27.7,13.2,57.0472907676864
"642","14000US18097340112",-86.3017,39.812,236,"2018-06",134.03,19.5,24.1,28.8,17.2,65.3743245709983
"643","14000US18097340112",-86.3017,39.812,236,"2018-07",63.22,20,24.8,29.7,17.4,63.4913683371722
"644","14000US18097340112",-86.3017,39.812,236,"2018-08",125.78,19.8,24.1,28.5,18.4,70.5059781429245
"645","14000US18097340112",-86.3017,39.812,236,"2018-09",154.74,17.5,21.9,26.4,16,69.193610102257
"646","14000US18097340112",-86.3017,39.812,236,"2018-10",58.16,8.6,13.5,18.5,7.4,66.5426669325083
"647","14000US18097340112",-86.3017,39.812,236,"2018-11",108.39,-0.4,3.2,6.7,-1.1,73.3296940667277
"648","14000US18097340112",-86.3017,39.812,236,"2018-12",70.3,-1.7,2.2,6,-2.1,73.1378494390428
"649","14000US18097340114",-86.3186,39.8047,253,"2018-01",56.51,-10.1,-5.2,-0.2,-9,74.5362296532855
"650","14000US18097340114",-86.3186,39.8047,253,"2018-02",122.24,-2.8,2.1,7.1,-2.9,69.4097410121252
"651","14000US18097340114",-86.3186,39.8047,253,"2018-03",111.44,-1.3,3.5,8.3,-3.8,58.739831661684
"652","14000US18097340114",-86.3186,39.8047,253,"2018-04",114.82,2.3,7.7,13,-0.4,56.444566655443
"653","14000US18097340114",-86.3186,39.8047,253,"2018-05",57.29,16.1,21.9,27.6,13.1,57.3708981548205
"654","14000US18097340114",-86.3186,39.8047,253,"2018-06",165.29,19,23.9,28.8,17.2,66.1638068527825
"655","14000US18097340114",-86.3186,39.8047,253,"2018-07",63.97,19.3,24.3,29.4,17.3,65.0052789118738
"656","14000US18097340114",-86.3186,39.8047,253,"2018-08",126.05,19.3,23.8,28.2,18.3,71.3387866371915
"657","14000US18097340114",-86.3186,39.8047,253,"2018-09",153.36,17.1,21.7,26.3,15.9,69.5974272334913
"658","14000US18097340114",-86.3186,39.8047,253,"2018-10",66.9,8.2,13.3,18.5,7.3,66.9560985080652
"659","14000US18097340114",-86.3186,39.8047,253,"2018-11",108.4,-0.7,2.9,6.6,-1.2,74.3585679170169
"660","14000US18097340114",-86.3186,39.8047,253,"2018-12",71.62,-2.1,1.8,5.7,-2.2,74.7059800646522
"661","14000US18097310204",-86.2213,39.8756,244,"2018-01",58.52,-10.2,-5.2,-0.2,-8.8,75.7165397614732
"662","14000US18097310204",-86.2213,39.8756,244,"2018-02",118.03,-2.5,2.4,7.2,-2.8,68.4469173987366
"663","14000US18097310204",-86.2213,39.8756,244,"2018-03",110.66,-1.1,3.6,8.3,-3.6,59.2089779685883
"664","14000US18097310204",-86.2213,39.8756,244,"2018-04",109.85,2.4,7.7,13,-0.3,56.8580607780613
"665","14000US18097310204",-86.2213,39.8756,244,"2018-05",53.22,16,21.8,27.6,13.2,58.1003957619246
"666","14000US18097310204",-86.2213,39.8756,244,"2018-06",191.7,19,23.9,28.7,17.3,66.5835881336175
"667","14000US18097310204",-86.2213,39.8756,244,"2018-07",59.92,19.3,24.3,29.3,17.5,65.8317770004966
"668","14000US18097310204",-86.2213,39.8756,244,"2018-08",142.46,19.3,23.7,28.1,18.5,72.6744020551203
"669","14000US18097310204",-86.2213,39.8756,244,"2018-09",171.81,17,21.6,26.2,16,70.4729299262887
"670","14000US18097310204",-86.2213,39.8756,244,"2018-10",85.75,8.3,13.4,18.5,7.4,66.9777869779953
"671","14000US18097310204",-86.2213,39.8756,244,"2018-11",103.1,-0.6,3,6.5,-1.1,74.3770611423878
"672","14000US18097310204",-86.2213,39.8756,244,"2018-12",70.8,-2,1.9,5.8,-2,75.2797234726741
"673","14000US18097310312",-86.2459,39.8464,237,"2018-01",57.78,-9.9,-5,-0.1,-8.9,73.9909747253536
"674","14000US18097310312",-86.2459,39.8464,237,"2018-02",119.65,-2.2,2.6,7.4,-2.8,67.4782627357682
"675","14000US18097310312",-86.2459,39.8464,237,"2018-03",109.76,-0.8,3.8,8.4,-3.8,57.5090393582134
"676","14000US18097310312",-86.2459,39.8464,237,"2018-04",110.84,2.7,7.9,13.2,-0.4,55.6797082370978
"677","14000US18097310312",-86.2459,39.8464,237,"2018-05",58.67,16.5,22.1,27.7,13.2,57.0472907676864
"678","14000US18097310312",-86.2459,39.8464,237,"2018-06",166.21,19.5,24.2,28.8,17.2,64.983570549096
"679","14000US18097310312",-86.2459,39.8464,237,"2018-07",59.1,20,24.8,29.6,17.4,63.4913683371722
"680","14000US18097310312",-86.2459,39.8464,237,"2018-08",125.21,19.8,24.1,28.4,18.4,70.5059781429245
"681","14000US18097310312",-86.2459,39.8464,237,"2018-09",168.63,17.5,21.9,26.3,16,69.193610102257
"682","14000US18097310312",-86.2459,39.8464,237,"2018-10",71.52,8.8,13.7,18.5,7.5,66.1327925771942
"683","14000US18097310312",-86.2459,39.8464,237,"2018-11",106.68,-0.2,3.3,6.7,-1.1,72.8121981802208
"684","14000US18097310312",-86.2459,39.8464,237,"2018-12",71.28,-1.6,2.2,6.1,-2.1,73.1378494390428
"685","14000US18097360900",-86.0738,39.7889,246,"2018-01",53.6,-10.3,-5.2,-0.1,-8.5,77.5181498518208
"686","14000US18097360900",-86.0738,39.7889,246,"2018-02",130.87,-2.7,2.3,7.2,-2.3,71.5485362003955
"687","14000US18097360900",-86.0738,39.7889,246,"2018-03",112.81,-1.5,3.3,8.2,-3.3,61.8533090758943
"688","14000US18097360900",-86.0738,39.7889,246,"2018-04",117.15,2.3,7.7,13.1,0.1,58.5389514688823
"689","14000US18097360900",-86.0738,39.7889,246,"2018-05",51.64,16,21.8,27.7,13.5,59.2485387537849
"690","14000US18097360900",-86.0738,39.7889,246,"2018-06",154.77,18.9,23.8,28.8,17.5,67.8365538811965
"691","14000US18097360900",-86.0738,39.7889,246,"2018-07",55.27,19.2,24.3,29.4,17.7,66.6674622027726
"692","14000US18097360900",-86.0738,39.7889,246,"2018-08",151.74,19.3,23.7,28.2,18.6,73.1308018860495
"693","14000US18097360900",-86.0738,39.7889,246,"2018-09",174.08,16.9,21.5,26.1,16.3,72.2753749597789
"694","14000US18097360900",-86.0738,39.7889,246,"2018-10",61.29,7.7,13,18.2,7.6,69.6972270107946
"695","14000US18097360900",-86.0738,39.7889,246,"2018-11",109.97,-1,2.8,6.6,-0.8,77.1199011608287
"696","14000US18097360900",-86.0738,39.7889,246,"2018-12",73.01,-2.1,1.9,5.9,-1.7,76.9678355450738
"697","14000US18097361000",-86.0736,39.7783,246,"2018-01",53.6,-10.3,-5.2,-0.1,-8.5,77.5181498518208
"698","14000US18097361000",-86.0736,39.7783,246,"2018-02",130.87,-2.7,2.3,7.2,-2.3,71.5485362003955
"699","14000US18097361000",-86.0736,39.7783,246,"2018-03",112.81,-1.5,3.3,8.2,-3.3,61.8533090758943
"700","14000US18097361000",-86.0736,39.7783,246,"2018-04",117.15,2.3,7.7,13.1,0.1,58.5389514688823
"701","14000US18097361000",-86.0736,39.7783,246,"2018-05",51.64,16,21.8,27.7,13.5,59.2485387537849
"702","14000US18097361000",-86.0736,39.7783,246,"2018-06",154.77,18.9,23.8,28.8,17.5,67.8365538811965
"703","14000US18097361000",-86.0736,39.7783,246,"2018-07",55.27,19.2,24.3,29.4,17.7,66.6674622027726
"704","14000US18097361000",-86.0736,39.7783,246,"2018-08",151.74,19.3,23.7,28.2,18.6,73.1308018860495
"705","14000US18097361000",-86.0736,39.7783,246,"2018-09",174.08,16.9,21.5,26.1,16.3,72.2753749597789
"706","14000US18097361000",-86.0736,39.7783,246,"2018-10",61.29,7.7,13,18.2,7.6,69.6972270107946
"707","14000US18097361000",-86.0736,39.7783,246,"2018-11",109.97,-1,2.8,6.6,-0.8,77.1199011608287
"708","14000US18097361000",-86.0736,39.7783,246,"2018-12",73.01,-2.1,1.9,5.9,-1.7,76.9678355450738
"709","14000US18097361200",-86.0734,39.7613,245,"2018-01",53.21,-10.2,-5.2,-0.2,-8.5,77.5181498518208
"710","14000US18097361200",-86.0734,39.7613,245,"2018-02",130.92,-2.6,2.3,7.2,-2.4,71.0193439045147
"711","14000US18097361200",-86.0734,39.7613,245,"2018-03",113.51,-1.5,3.4,8.2,-3.4,60.9590296806282
"712","14000US18097361200",-86.0734,39.7613,245,"2018-04",122.78,2.3,7.8,13.2,0,57.7194134927155
"713","14000US18097361200",-86.0734,39.7613,245,"2018-05",45.38,16,21.9,27.7,13.5,58.8881049085955
"714","14000US18097361200",-86.0734,39.7613,245,"2018-06",129.51,18.8,23.8,28.7,17.4,67.4095423320896
"715","14000US18097361200",-86.0734,39.7613,245,"2018-07",57.93,19,24.2,29.4,17.7,67.0680342659381
"716","14000US18097361200",-86.0734,39.7613,245,"2018-08",149.93,19.3,23.7,28.2,18.5,72.6744020551203
"717","14000US18097361200",-86.0734,39.7613,245,"2018-09",161.58,17,21.6,26.2,16.2,71.3782215583998
"718","14000US18097361200",-86.0734,39.7613,245,"2018-10",59.51,7.9,13.1,18.3,7.6,69.2429968504059
"719","14000US18097361200",-86.0734,39.7613,245,"2018-11",113.74,-1,2.8,6.6,-0.8,77.1199011608287
"720","14000US18097361200",-86.0734,39.7613,245,"2018-12",74.03,-2.1,1.9,5.9,-1.7,76.9678355450738
"721","14000US18097361300",-86.0358,39.7667,257,"2018-01",54.4,-10.2,-5.2,-0.2,-8.5,77.5181498518208
"722","14000US18097361300",-86.0358,39.7667,257,"2018-02",138.63,-3,2,7,-2.3,73.0992497753993
"723","14000US18097361300",-86.0358,39.7667,257,"2018-03",115.78,-1.8,3.2,8.2,-3.3,62.2929171884579
"724","14000US18097361300",-86.0358,39.7667,257,"2018-04",123.18,2.1,7.6,13.1,0,58.5129426479171
"725","14000US18097361300",-86.0358,39.7667,257,"2018-05",52.72,15.7,21.7,27.6,13.4,59.224194751627
"726","14000US18097361300",-86.0358,39.7667,257,"2018-06",145.31,18.5,23.5,28.5,17.4,68.6376295524368
"727","14000US18097361300",-86.0358,39.7667,257,"2018-07",63.21,18.5,23.8,29.2,17.6,68.2659321421452
"728","14000US18097361300",-86.0358,39.7667,257,"2018-08",157.7,18.8,23.4,28,18.6,74.464151700837
"729","14000US18097361300",-86.0358,39.7667,257,"2018-09",177.77,16.5,21.3,26.1,16.2,72.701022811225
"730","14000US18097361300",-86.0358,39.7667,257,"2018-10",63.17,7.6,12.9,18.2,7.6,70.1548035680809
"731","14000US18097361300",-86.0358,39.7667,257,"2018-11",118.66,-1.1,2.7,6.6,-0.8,77.6703068908035
"732","14000US18097361300",-86.0358,39.7667,257,"2018-12",74.59,-2.3,1.7,5.7,-1.8,77.5046713274219
"733","14000US18097361600",-85.9831,39.745,258,"2018-01",55.71,-10.2,-5.2,-0.2,-8.4,78.1270926751567
"734","14000US18097361600",-85.9831,39.745,258,"2018-02",147.96,-3.2,1.9,7,-2.2,74.1726030306927
"735","14000US18097361600",-85.9831,39.745,258,"2018-03",116.33,-1.9,3.1,8.2,-3.1,63.6813211778074
"736","14000US18097361600",-85.9831,39.745,258,"2018-04",128.28,1.9,7.5,13,0.1,59.3444095509397
"737","14000US18097361600",-85.9831,39.745,258,"2018-05",59.1,15.6,21.6,27.5,13.5,59.9768863711884
"738","14000US18097361600",-85.9831,39.745,258,"2018-06",169.76,18.3,23.4,28.4,17.5,69.4900010414336
"739","14000US18097361600",-85.9831,39.745,258,"2018-07",64.58,18.2,23.7,29.1,17.7,69.1120463944112
"740","14000US18097361600",-85.9831,39.745,258,"2018-08",165.3,18.5,23.2,28,18.6,75.3682725130935
"741","14000US18097361600",-85.9831,39.745,258,"2018-09",191.87,16.1,21.1,26.1,16.3,74.0688768097032
"742","14000US18097361600",-85.9831,39.745,258,"2018-10",66.29,7.4,12.8,18.3,7.6,70.6157537336528
"743","14000US18097361600",-85.9831,39.745,258,"2018-11",123.74,-1.2,2.7,6.6,-0.7,78.2412266994188
"744","14000US18097361600",-85.9831,39.745,258,"2018-12",74.44,-2.4,1.6,5.7,-1.7,78.6416524412651
"745","14000US18097310203",-86.2554,39.8748,254,"2018-01",57.37,-10.1,-5.2,-0.3,-8.9,75.1243250755426
"746","14000US18097310203",-86.2554,39.8748,254,"2018-02",117.38,-2.8,2.2,7.2,-2.9,68.9154139945722
"747","14000US18097310203",-86.2554,39.8748,254,"2018-03",110.17,-1.2,3.5,8.3,-3.7,59.1828075820128
"748","14000US18097310203",-86.2554,39.8748,254,"2018-04",106.85,2.3,7.7,13.1,-0.4,56.444566655443
"749","14000US18097310203",-86.2554,39.8748,254,"2018-05",60.78,16,21.8,27.7,13.1,57.7220456990659
"750","14000US18097310203",-86.2554,39.8748,254,"2018-06",168.31,18.9,23.9,28.8,17.2,66.1638068527825
"751","14000US18097310203",-86.2554,39.8748,254,"2018-07",60,19.2,24.3,29.3,17.4,65.4173849438677
"752","14000US18097310203",-86.2554,39.8748,254,"2018-08",136.96,19.2,23.7,28.2,18.4,72.2204969135496
"753","14000US18097310203",-86.2554,39.8748,254,"2018-09",163.2,16.9,21.6,26.4,15.9,70.0240694407461
"754","14000US18097310203",-86.2554,39.8748,254,"2018-10",80.92,8.2,13.4,18.6,7.4,66.9777869779953
"755","14000US18097310203",-86.2554,39.8748,254,"2018-11",105.49,-0.7,2.9,6.5,-1.2,74.3585679170169
"756","14000US18097310203",-86.2554,39.8748,254,"2018-12",70.21,-2.1,1.8,5.7,-2.1,75.2616928808615
"757","14000US18097340202",-86.2599,39.8017,224,"2018-01",57.59,-10,-5,0.1,-8.7,75.1616171291859
"758","14000US18097340202",-86.2599,39.8017,224,"2018-02",125.36,-1.9,2.8,7.4,-2.7,67.0222969424853
"759","14000US18097340202",-86.2599,39.8017,224,"2018-03",109.49,-0.6,3.9,8.4,-3.6,57.9693737963713
"760","14000US18097340202",-86.2599,39.8017,224,"2018-04",115.36,3,8.1,13.3,-0.2,55.7337856822432
"761","14000US18097340202",-86.2599,39.8017,224,"2018-05",58.65,17,22.4,27.8,13.4,56.7514906535123
"762","14000US18097340202",-86.2599,39.8017,224,"2018-06",127.71,19.9,24.4,28.9,17.3,64.6173227362871
"763","14000US18097340202",-86.2599,39.8017,224,"2018-07",60.64,20.3,25.2,30,17.5,62.3892679905673
"764","14000US18097340202",-86.2599,39.8017,224,"2018-08",126.42,20.2,24.5,28.7,18.5,69.2698571790093
"765","14000US18097340202",-86.2599,39.8017,224,"2018-09",162.35,17.9,22.2,26.5,16.1,68.3755511286105
"766","14000US18097340202",-86.2599,39.8017,224,"2018-10",56.08,8.8,13.6,18.5,7.5,66.5645412152595
"767","14000US18097340202",-86.2599,39.8017,224,"2018-11",109.17,-0.1,3.3,6.8,-1,73.3487733229063
"768","14000US18097340202",-86.2599,39.8017,224,"2018-12",70.54,-1.4,2.4,6.3,-1.9,73.1763719438714
"769","14000US18097340201",-86.263,39.8165,237,"2018-01",57.78,-9.9,-5,-0.1,-8.9,73.9909747253536
"770","14000US18097340201",-86.263,39.8165,237,"2018-02",119.65,-2.2,2.6,7.4,-2.8,67.4782627357682
"771","14000US18097340201",-86.263,39.8165,237,"2018-03",109.76,-0.8,3.8,8.4,-3.8,57.5090393582134
"772","14000US18097340201",-86.263,39.8165,237,"2018-04",110.84,2.7,7.9,13.2,-0.4,55.6797082370978
"773","14000US18097340201",-86.263,39.8165,237,"2018-05",58.67,16.5,22.1,27.7,13.2,57.0472907676864
"774","14000US18097340201",-86.263,39.8165,237,"2018-06",166.21,19.5,24.2,28.8,17.2,64.983570549096
"775","14000US18097340201",-86.263,39.8165,237,"2018-07",59.1,20,24.8,29.6,17.4,63.4913683371722
"776","14000US18097340201",-86.263,39.8165,237,"2018-08",125.21,19.8,24.1,28.4,18.4,70.5059781429245
"777","14000US18097340201",-86.263,39.8165,237,"2018-09",168.63,17.5,21.9,26.3,16,69.193610102257
"778","14000US18097340201",-86.263,39.8165,237,"2018-10",71.52,8.8,13.7,18.5,7.5,66.1327925771942
"779","14000US18097340201",-86.263,39.8165,237,"2018-11",106.68,-0.2,3.3,6.7,-1.1,72.8121981802208
"780","14000US18097340201",-86.263,39.8165,237,"2018-12",71.28,-1.6,2.2,6.1,-2.1,73.1378494390428
"781","14000US18097330209",-85.9579,39.8761,261,"2018-01",53.78,-10.3,-5.2,-0.1,-7.5,83.8017240073131
"782","14000US18097330209",-85.9579,39.8761,261,"2018-02",121.62,-3.3,1.8,6.9,-1.8,76.9508511209822
"783","14000US18097330209",-85.9579,39.8761,261,"2018-03",111.06,-2,3,8,-2.7,66.0769373977125
"784","14000US18097330209",-85.9579,39.8761,261,"2018-04",120.48,1.5,7.2,12.9,0.8,63.729513080379
"785","14000US18097330209",-85.9579,39.8761,261,"2018-05",50.02,15.2,21.3,27.5,14.2,63.9307537116748
"786","14000US18097330209",-85.9579,39.8761,261,"2018-06",221.19,17.8,22.9,28.1,18,73.9129407353494
"787","14000US18097330209",-85.9579,39.8761,261,"2018-07",59.66,17.9,23.3,28.7,18.3,73.5197312459557
"788","14000US18097330209",-85.9579,39.8761,261,"2018-08",158.14,18.2,23,27.9,19.1,78.7046622760475
"789","14000US18097330209",-85.9579,39.8761,261,"2018-09",211.08,15.8,20.8,25.8,16.6,76.9012924761291
"790","14000US18097330209",-85.9579,39.8761,261,"2018-10",60.58,7,12.6,18.2,8.2,74.534596457337
"791","14000US18097330209",-85.9579,39.8761,261,"2018-11",123.67,-1.3,2.5,6.3,-0.2,82.3158367116663
"792","14000US18097330209",-85.9579,39.8761,261,"2018-12",80.82,-2.6,1.4,5.5,-1.3,82.1671400338196
"793","14000US18097330206",-85.9476,39.9021,252,"2018-01",52.49,-10.5,-5.3,-0.1,-7.7,83.1403439137873
"794","14000US18097330206",-85.9476,39.9021,252,"2018-02",117.45,-3.1,2,7,-1.9,75.2977355887974
"795","14000US18097330206",-85.9476,39.9021,252,"2018-03",108.37,-1.9,3,8,-2.8,65.5865523794376
"796","14000US18097330206",-85.9476,39.9021,252,"2018-04",115.91,1.5,7.2,12.9,0.6,62.8140238394007
"797","14000US18097330206",-85.9476,39.9021,252,"2018-05",40.21,15.1,21.4,27.6,13.9,62.3158065969876
"798","14000US18097330206",-85.9476,39.9021,252,"2018-06",196.47,17.8,23.1,28.5,17.8,72.1110145722638
"799","14000US18097330206",-85.9476,39.9021,252,"2018-07",75.14,18,23.5,29.1,18.1,71.7321702986886
"800","14000US18097330206",-85.9476,39.9021,252,"2018-08",154.72,18.2,23.1,28,19,77.7439307112717
"801","14000US18097330206",-85.9476,39.9021,252,"2018-09",191.35,15.9,20.9,26,16.5,75.9453387222941
"802","14000US18097330206",-85.9476,39.9021,252,"2018-10",68.53,7.1,12.7,18.3,8,73.0463383961106
"803","14000US18097330206",-85.9476,39.9021,252,"2018-11",118.24,-1.3,2.6,6.4,-0.4,80.5475918217768
"804","14000US18097330206",-85.9476,39.9021,252,"2018-12",74.9,-2.5,1.5,5.6,-1.4,80.9802403603873
"805","14000US18097330806",-86.0159,39.8329,262,"2018-01",55,-10.1,-5.1,-0.1,-7.9,80.6206334481882
"806","14000US18097330806",-86.0159,39.8329,262,"2018-02",129.21,-3.3,1.8,7,-2.1,75.2616928808615
"807","14000US18097330806",-86.0159,39.8329,262,"2018-03",114.14,-2,3,8,-2.9,65.0993929509178
"808","14000US18097330806",-86.0159,39.8329,262,"2018-04",121,1.6,7.4,13.1,0.4,61.0678477316033
"809","14000US18097330806",-86.0159,39.8329,262,"2018-05",60,15.3,21.4,27.5,13.8,61.9122573547134
"810","14000US18097330806",-86.0159,39.8329,262,"2018-06",212.22,18,23.1,28.3,17.7,71.6581603725162
"811","14000US18097330806",-86.0159,39.8329,262,"2018-07",54.95,18.1,23.5,28.9,18,71.2827497712872
"812","14000US18097330806",-86.0159,39.8329,262,"2018-08",162.75,18.2,23.1,28,18.8,76.7792038470065
"813","14000US18097330806",-86.0159,39.8329,262,"2018-09",189.26,15.9,20.8,25.8,16.4,75.9290040440948
"814","14000US18097330806",-86.0159,39.8329,262,"2018-10",65.31,7.1,12.6,18,7.9,73.0277999964469
"815","14000US18097330806",-86.0159,39.8329,262,"2018-11",116.33,-1.2,2.6,6.5,-0.5,79.9613251999135
"816","14000US18097330806",-86.0159,39.8329,262,"2018-12",74.82,-2.6,1.4,5.5,-1.5,80.9658363849018
"817","14000US18097310309",-86.248,39.8598,254,"2018-01",57.37,-10.1,-5.2,-0.3,-8.9,75.1243250755426
"818","14000US18097310309",-86.248,39.8598,254,"2018-02",117.38,-2.8,2.2,7.2,-2.9,68.9154139945722
"819","14000US18097310309",-86.248,39.8598,254,"2018-03",110.17,-1.2,3.5,8.3,-3.7,59.1828075820128
"820","14000US18097310309",-86.248,39.8598,254,"2018-04",106.85,2.3,7.7,13.1,-0.4,56.444566655443
"821","14000US18097310309",-86.248,39.8598,254,"2018-05",60.78,16,21.8,27.7,13.1,57.7220456990659
"822","14000US18097310309",-86.248,39.8598,254,"2018-06",168.31,18.9,23.9,28.8,17.2,66.1638068527825
"823","14000US18097310309",-86.248,39.8598,254,"2018-07",60,19.2,24.3,29.3,17.4,65.4173849438677
"824","14000US18097310309",-86.248,39.8598,254,"2018-08",136.96,19.2,23.7,28.2,18.4,72.2204969135496
"825","14000US18097310309",-86.248,39.8598,254,"2018-09",163.2,16.9,21.6,26.4,15.9,70.0240694407461
"826","14000US18097310309",-86.248,39.8598,254,"2018-10",80.92,8.2,13.4,18.6,7.4,66.9777869779953
"827","14000US18097310309",-86.248,39.8598,254,"2018-11",105.49,-0.7,2.9,6.5,-1.2,74.3585679170169
"828","14000US18097310309",-86.248,39.8598,254,"2018-12",70.21,-2.1,1.8,5.7,-2.1,75.2616928808615
"829","14000US18097330805",-86.0336,39.8333,262,"2018-01",54.36,-10.2,-5.1,-0.1,-8.2,78.7565990420535
"830","14000US18097330805",-86.0336,39.8333,262,"2018-02",126.38,-3.1,2,7.1,-2.3,73.0992497753993
"831","14000US18097330805",-86.0336,39.8333,262,"2018-03",116.38,-1.8,3.1,8.1,-3.2,63.2071049855982
"832","14000US18097330805",-86.0336,39.8333,262,"2018-04",118.38,1.7,7.5,13.2,0.1,59.3444095509397
"833","14000US18097330805",-86.0336,39.8333,262,"2018-05",56.44,15.3,21.4,27.6,13.5,60.7153346304777
"834","14000US18097330805",-86.0336,39.8333,262,"2018-06",179.11,18,23.2,28.5,17.5,70.3337272472688
